Company,Sector,ESG Topic,Extracted Claim,Sentiment Score,Specificity Score,Greenwashing Risk Score,Doc,Page
acer-incorporated_2023,Unknown,"Diversity, Equity & Inclusion","Continuing Learning and Growth
Policies and Commitments Tracking Mechanism Acer Training Management Flow Chart
Through training, development, and performance To ensure the quality of training, all training is conducted 1 2 3 4 5
management, we strengthen the organization's ability to in accordance with the ""Internal and External Training
achieve the company's operational and ESG performance goals. Management Regulations."" The tracking mechanism includes
post-class satisfaction, post-class interview, post-class action
Define Training Policy
plan, and retraining (application experience sharing).",1.0,0.43,0.734,acer-incorporated_2023.pdf,117
acer-incorporated_2023,Unknown,"Diversity, Equity & Inclusion","Supporting the promotion of information education
at the Huilong Chinese School in northern Thailand Thailand Supporting the Latin American Digital Girls Center Nomination of ESG Project Awards Peru
Huilong Chinese School is situated in Huilong Village, Chiang Acer Latin America and AMD are partnering to support
Rai Province, in northern Thailand. It has been under the the Women in Tech Perú initiative by donating Acer Aspire
leadership of Principal Yun-hua Fan from Taiwan for more 3 laptops to help establish the first digital girls' center in
than 20 years. The school offers a comprehensive e",0.953,0.43,0.738,acer-incorporated_2023.pdf,133
acer-incorporated_2023,Unknown,"Diversity, Equity & Inclusion","Innovative Products and Services
Names of Material Topics Policies and Commitments Innovative Design Thinking
Innovative R&D and Design Innovation is one of Acer’s core values, and through Acer’s product design is focused around a people-centric spirit and approach which asks the following fundamental questions:
innovative research and development we create
differentiation, establish superiority, and are able to
Action Plan
implement full-scale innovation with value.
• Committing to R&D, patent acquisition, and other core
competitiveness, and providing targeted product and Tracking Mechanism P",0.993,0.33,0.808,acer-incorporated_2023.pdf,84
acer-incorporated_2023,Unknown,"Diversity, Equity & Inclusion","Education and Digital Inclusion
Acer volunteers support digital education
for the elderly Taiwan
Acer believes that education is the most valuable investment in the future. Education gives people the power to move forward,
while technology provides the best help to explore the limits. By putting our core competencies to their fullest use, we hope to Technological advancements have made everyday 3C products
achieve the following goals: increasingly complex. However, older adults often encounter
difficulties in learning technology due to factors such as
physiological decline, diminished learning",0.953,0.33,0.798,acer-incorporated_2023.pdf,132
acer-incorporated_2023,Unknown,"Diversity, Equity & Inclusion","Topic / Actual or Potential Impact Preventive or Mitigation Measures Tracking or Remediation Mechanisms
Equal Compensation
• Low employee morale: When employees Training System Adjustment
feel they are not being paid fairly for
their work, it can lead to dissatisfaction Equal Opportunity Training: Emphasize the importance of equal rights for all colleagues and • Conduct compensation surveys: Conduct regular internal and external compensation surveys, including
and decreased motivation. help employees understand the significance of pay equality during training on integrity, headquarters, PanAsi",0.007,0.18,0.639,acer-incorporated_2023.pdf,103
acer-incorporated_2023,Unknown,Energy Management,"UN Sustainable The UN SDGs cover important issues and challenges facing the sustainable development of mankind. In 2023, we continued to examine the relevance of the UN SDGs and
business operations based on Acer's major ESG issues and value chain and defined SDG 3 (Good Health and Well-being), SDG 4 (Quality Education), and SDG 7 (Affordable
Development Goals (SDGs) and Clean Energy), SDG 8 (Decent Work and Economic Growth), SDG 11 (Sustainable Cities and Communities), SDG 12 (Responsible Consumption and Production), and SDG
13 (Climate Action) as prioritized issues, and we use the company's p",1.0,0.77,0.7,acer-incorporated_2023.pdf,14
acer-incorporated_2023,Unknown,Energy Management,"Emerging Risks
Emerging Risks Risk Description Potential Impact Responsive Measures
Geopolitics/economy The current global geopolitical and geoeconomic risks are primarily evident in the • Increase in production/procurement costs: Geopolitical/geoeconomic risks may In the aspect of the supply chain:
following areas: result in price increases in strategic resources and higher trade costs, thereby • Disperse ODM production bases to India, Southeast Asia, and other
R Li i k s e k l L ih e o v o el d - H - i h g i h g h • Intensification of strategic competition between China and the United States",0.0,0.21,0.677,acer-incorporated_2023.pdf,44
acer-incorporated_2023,Unknown,GHG Emissions,"Cover Story
Reuse & Recycle
for a Sustainable
Future
Acer acknowledges the environmental impact of plastic waste on the
environment and has established specific objectives in sustainable design.
Our goal is to incorporate 20% to 30% of post-consumer recycled (PCR)
plastic into our products by 2025, thereby reducing our dependence on virgin
plastic. This initiative not only contributes to the reduction of plastic waste
on land and in the ocean, but also conserves energy resources, minimizes
greenhouse gas emissions, and protects natural resources.
In practice, the research and development proce",0.881,0.97,0.431,acer-incorporated_2023.pdf,2
acer-incorporated_2023,Unknown,GHG Emissions,"06
CLIMATE STRATEGY
AND TRANSFORMATION
While climate issues have driven the transformation of the global low-carbon economy and business
models, Acer shoulders the mission of being a leader and promises to achieve net zero emissions by 2050
and increase the share of renewables in energy consumption to 100% by 2035. It also looks to integrate Net Zero Commitment
existing and new business groups to formulate low-carbon sustainable business strategies, create ESG
value and ultimately improve corporate competitiveness.
TCFD Report
CDP Leadership (A-)
89",0.953,0.94,0.459,acer-incorporated_2023.pdf,90
acer-incorporated_2023,Unknown,GHG Emissions,"01
ABOUT ACER
For the long-term sustainability of both Acer’s operations and the environment, Acer continues to evolve
with the industry and lifestyle changes by pushing for innovation in existing businesses, eco-conscious 12
designs, and solutions, and solutions, while expanding multiple business engines. Guided by its long-term 12 listed companies
mission of breaking barriers between people and technology, Acer is determined to change the world for
the better, and its brand values are aligned with the company’s commitment to environmental, social, and
governance. Approx. 27% of 2023 revenues",0.5,0.93,0.299,acer-incorporated_2023.pdf,8
acer-incorporated_2023,Unknown,GHG Emissions,"Environmental Conservation
Acer Germany annual bicycle challenge Nomination of ESG Project Awards Germany
Through our volunteer activities, we promote the concept of environmental conservation within the company and work with nonprofit organizations to raise the environmental awareness of the community and Acer employees, thereby initiating environmental
actions. Acer Germany has been organizing the Acer Bike Challenge
for its employees every year since 2021 in response to
Germany's 'Stadtradeln City Cycling Campaign.' Employees
can log all work-related or during-work-hours trips into the
Acer",0.953,0.9,0.573,acer-incorporated_2023.pdf,135
acer-incorporated_2023,Unknown,GHG Emissions,"Acer's Net Zero Emissions Strategy
Operations Products and Services Value Chain
Minimize Energy consumption Low-Carbon Products and Services Commit to Carbon Reduction Targets
Set energy-saving targets, use high-energy efficient equipment, choose electrification, Boost product energy efficiency, reduce the carbon footprint of products and services CDP, science-based targets (SBTi), RE100
and low (or carbon neutral) fuels
Use Renewable Energy Green Manufacturing and Logistics
Install renewable-energy generation facilities, sign power purchase agreement (PPA), Save energy, use low (or carbon neu",1.0,0.89,0.513,acer-incorporated_2023.pdf,93
acer-incorporated_2023,Unknown,GHG Emissions,"Communication and disclosure of product environmental performance
In order to achieve product sustainability, it is necessary to examine the environmental impact and performance of each stage In 2023, Acer completed product life cycle assessments or product carbon footprint reports for all commercial
of product development and use it as a reference for improving future sustainable products. Acer, in its product design, not only notebook computers (including Chromebooks), commercial desktop computers, and representative monitor
complies with the legal requirements of product sales in various re",1.0,0.87,0.52,acer-incorporated_2023.pdf,83
acer-incorporated_2023,Unknown,GHG Emissions,"Energy, Carbon Emissions and Climate Action
Indicators Related to GRI/SASB GRI 305-1 to 7, GRI 201-2, GRI 302
Names of Material Topics Management Goals
• Net Zero emissions across the value chain by 2050
Energy, Carbon Emissions and Climate Action Please refer to ""Governance"" aspect of ""Climate-Related
• Operation carbon neutrality by 2040
Financial Disclosures (TCFD)"" in this report
Medium- and • 100% renewable electricity usage by 2035
Policies and Commitments Long- Term Goals • In 2030, operation carbon emissions (Scope 1, 2) will be reduced by 50%
Stakeholder Engagement
compared to the bas",1.0,0.87,0.558,acer-incorporated_2023.pdf,91
acer-incorporated_2023,Unknown,GHG Emissions,"Environmental Items Unit 2020 2021 2022 2023 GRI Indicators Page No.
Natural Gas m3 333,864.00 547,681.20 513,488.5 328,855.76 302-1 -
Energy Consumption GJ 12,436.52 20,775.46 18,485.44 12,249.88 302-1 -
% of total energy consumption % 7.75 13.29 12.06 8.26 302-1 -
Gasoline liters 643,651.27 187,099.30 274,755.91 290,458.00 302-1 -
Total Direct Energy Energy Consumption GJ 21,691.05 6,305.25 9,259.27 9,788.43 302-1 -
Input Usage
% of total energy consumption % 13.52 4.03 6.04 6.60 302-1 -
Diesel liters 314,062.49 411,707.22 417,865.96 386,778.38 302-1 -
Energy Consumption GJ 12,122.81 15,891.",0.731,0.85,0.36,acer-incorporated_2023.pdf,139
acer-incorporated_2023,Unknown,GHG Emissions,"Feature Story
Conscious Technology for a Brighter Tomorrow
Acer believes that a sustainable future for all is imperative. In 2023,
we collaborated with the creative agency, IDEO, to co-design an
innovative ecosystem of sustainable products and services. Centered
around four modes of life—Working, Living, Moving, and Learning—
we introduced concepts for products, services, and initiatives designed
with consideration for the future.
In December 2023, in alignment with COP28 in Dubai, Acer unveiled
its ""Conscious Technology"" vision, highlighting proactive measures in
sustainable development durin",0.5,0.84,0.481,acer-incorporated_2023.pdf,3
acer-incorporated_2023,Unknown,GHG Emissions,"Our Climate Actions
Acer is committed to achieving the net-zero goal by 2050. We have released the key strategies for achieving net zero and have Implementation of Internal Employee Training and Cultural Practices
launched nine strategies in three major dimensions. We are dedicated to comprehensively reducing our carbon footprint through
three strategies: corporate operations, products and services, and a low-carbon supply chain. For more information on the Acer values the impact of climate issues and promotes internal education and advocacy programs, such as Project Humanity. We
implementatio",1.0,0.84,0.556,acer-incorporated_2023.pdf,97
acer-incorporated_2023,Unknown,GHG Emissions,"ESG Governance and 2025 Sustainability Goals
Sustainable Acer Acer ESG Policy
Integrating Sustainability Governance Acer's ESG sustainability strategy focuses on the following
Acer's ESG policies and strategies are aligned with the We believe that only by enabling a company to make profits three major areas and formulates sustainability goals for
Deepen ESG governance and stakeholder engagement, 2025:
company's development direction and the core spirit of the while fulfilling environmental and social responsibilities can and strengthen the overall management and transparent
brand: While pursui",1.0,0.81,0.579,acer-incorporated_2023.pdf,16
acer-incorporated_2023,Unknown,GHG Emissions,"Product Distribution
Acer continues to promote the reduction of carbon emissions and plastics in logistics, transportation, and packaging operations. costs. Although logistics transportation only accounts for about 4% of the total carbon emissions in the product life cycle, we do
We are committed to enhancing transportation efficiency by changing the shipping mode and improving supply chain not cease our efforts to seek new energy sources for carbon reduction. We value and are eager to explore opportunities to decrease
management, which includes reducing the volume and weight of product packag",1.0,0.8,0.675,acer-incorporated_2023.pdf,81
acer-incorporated_2023,Unknown,GHG Emissions,"Make cities inclusive, safe, resilient, and sustainable Take urgent action to combat climate change and its impacts
Through software, hardware, and service products, Acer makes the cities where Acer is actively implementing climate change response strategies, including
we live more friendly, inclusive, and accessible. drafting low-carbon, sustainable strategies.
• Acer's subsidiary, AGT, is consistently introducing a range of micro-mobility products, such as electric • Net zero emissions by 2050
bicycles and electric scooters, offering a sustainable and convenient option for commuting and leis",1.0,0.79,0.623,acer-incorporated_2023.pdf,15
acer-incorporated_2023,Unknown,GHG Emissions,"About the Company
Acer Gadget Inc. develops products, services, and Acer Synergy Tech Corp. provides a onesolutions across a variety of industries to enable stop-shop of integrated IT services including
digital transformation and smart, sustainable planning and consultation, integration and
Founded in 1976, Acer is one of the world's top ICT companies with a presence in more than 160 countries. To maintain its lifestyles—including hardware, software, IoT and installation of computer and network equipment,
the cloud. and management of enterprise information
momentum and long-term sustainability",0.5,0.77,0.606,acer-incorporated_2023.pdf,9
acer-incorporated_2023,Unknown,GHG Emissions,"Names of Material Topics Tracking Mechanism Product Life Cycle
Product Responsibility and Customer Safety Regular review by Corporate Sustainability Committee’s Acer is committed to reducing the environmental impact of its products during the product life cycle by integrating the concept of
Innovation and Product Lifecycle working group and report circular economy.
to the Corporate Sustainability Committee every six months.
Policies and Commitments
During the product design and development phase
Providing customers with safe products, developing our Stakeholder Engagement
We have chosen materi",0.998,0.77,0.73,acer-incorporated_2023.pdf,79
acer-incorporated_2023,Unknown,GHG Emissions,"Message from the Chairman and CEO
Winning Global Recognition for Our ESG Initiatives
Acer’s “Earthion” sustainability platform that unites employees and supply chain partners to tackle environmental challenges
has continued to gain strength. We are committed to sourcing 100% renewable electricity by 2035 and have pledged to achieve
During 2023, Acer made considerable progress in our environmental net-zero emissions by 2050. As one of the world’s top ICT companies, Acer seeks to amplify positive impacts on the environment
sustainability efforts; working with our partners and our subsidiaries, t",0.999,0.74,0.724,acer-incorporated_2023.pdf,5
acer-incorporated_2023,Unknown,GHG Emissions,"Supply Chain Environmental Management
Acer's zero-carbon commitment represents not only Acer's determination to promote zero-carbon emission, but also its vow to Supply Chain Greenhouse Gas Management
collaborate with the supply chain to take positive actions to achieve low-carbon transformation. We are committed to reducing
value chain carbon emissions by 35% by 2030 compared to the 2020 base year through supplier climate initiatives, supplier Since 2008, Acer has joined the CDP (Carbon Disclosure Project) supply chain, and has been using the ESG scorecard to further
climate capacity building",1.0,0.74,0.711,acer-incorporated_2023.pdf,71
acer-incorporated_2023,Unknown,GHG Emissions,"ESG Performance Highlights
Environment Social Governance & Economics
TCFD 210,000 210,000 direct supplier employees
Released our first TCFD Report 25,920 A total of 25,920 attendees
audited in 2022
completed human rights training
Rated leadership level ""A-"" for
A- CDP climate change for three 77 % 77% of Acer employees engaged in
Project Humanity 94 % Percentage of positive customer
consecutive years
evaluations reached 94%
Best
A Listed on the Supplier Engagement Selected as one of the best
Leaderboard for the first time employers in the world by Forbes 29 % The proportion of female directors",0.982,0.73,0.465,acer-incorporated_2023.pdf,7
acer-incorporated_2023,Unknown,GHG Emissions,"Greenhouse Gas Emissions 2023 Acer Carbon Emission Unit: MT COe
2
4,825,030
Since 2011, we have conducted annual GHG inventories in accordance with the GHG Protocol and in line with the Group’s
consolidated financial reporting boundaries. We also commissioned a third-party verification agency certified by Taiwan’s
Environmental Protection Administration to undertake greenhouse gas emission verification for both direct and indirect
categories, i.e., Scope 1, Scope 2, and Scope 3, and acquired the ISO 14064-1: 2018 Greenhouse Gas Verification Statement.
In 2023, the verified carbon emissions fro",1.0,0.7,0.605,acer-incorporated_2023.pdf,96
acer-incorporated_2023,Unknown,GHG Emissions,"Suppliers Investors
Acer considers our relationship with our suppliers a symbiotic one, Investors are among Acer’smost important stakeholders, and as
and as such we will continue to work closely with them to establish such we should be responsible to our shareholders and protect
a responsible supply chain. their rights and interests.
Circular Economies and Innovation Circular Economies and Innovation
Inclusive Workplace and Society Inclusive Workplace and Society
Operations and Governance
Main Communication Channels and Frequency Main Communication Channels and Frequency
• Annual Supplier ESG ",0.5,0.69,0.533,acer-incorporated_2023.pdf,25
acer-incorporated_2023,Unknown,GHG Emissions,"Subsidiaries Product Description SDGs
In 2023, Acer continued to launch its full line of Vero products, continuing its original direction of eco-friendly design and selection of recycled materials, but updating the
specifications to the latest generation of performance.
The Vero series is positioned as Acer's sustainable product, with most of the design remaining the same from generation to generation to minimize waste of non-essential
resources and reduce inventory for future repairs. However, environmental solutions are improved year after year, and specifications related to the user experie",0.993,0.69,0.607,acer-incorporated_2023.pdf,87
acer-incorporated_2023,Unknown,GHG Emissions,"Establishment of a Safety and Health Management Mechanism Implementation of Safety and Health Business Management
To enhance the safety and health management of the group and ensure compliance with legal regulations and company In order to effectively implement occupational health and safety management, we have designated various safety and health
policies, we urge each subsidiary to promote occupational safety and health management systems and demonstrate effective management personnel to carry out related duties according to their responsibilities. Additionally, we have established an
manage",0.002,0.67,0.391,acer-incorporated_2023.pdf,125
acer-incorporated_2023,Unknown,GHG Emissions,"Product Life Cycle
Indicators Related to GRI/SASB GRI 301-1~3, GRI302-5 ；TC-HW-410a.1~4
Names of Material Topics
• Product life cycle: Product life cycle are taken into account during development and design stages for all products
Circular Economies and Product Life Cycle
Medium- and • Energy saving, recycling, waste reduction: Minimize product energy consumption to exceed applicable energy specifications. Increase/continuous
Long- Term Goals use of recycled materials to reduce environmental impact
Policies and Commitments • Sustainable packaging: design product packaging with sustainable mate",0.993,0.64,0.596,acer-incorporated_2023.pdf,78
acer-incorporated_2023,Unknown,GHG Emissions,"Subsidiaries Product Description SDGs
Acer MPS mobile power system of electric assisted bicycles has an important impact on social and environmental sustainability. The power integration system not only improves
the riding efficiency of the increasingly popular electrically assisted bicycle, but also brings multiple benefits to society. First of all, the development of this technology promotes
green mobility and reduces the need for traditional transportation equipment, making it easier for people to cope with long distances or rough terrain. This convenience has led
to more people choosing ec",0.953,0.64,0.639,acer-incorporated_2023.pdf,88
acer-incorporated_2023,Unknown,GHG Emissions,"Governance Strategy Risk Management Metrics and Targets
Risk Management Metrics and Targets
Process for identifying and assessing climate-related risks Consistency of assessment metrics, company strategies, and risk management
Acer follows a process for identifying and assessing climate-related risks by referring to relevant climate change information, TCFD In response to the impact of climate change, the laws and policy actions taken by governments around the world on sustainability,
recommendations, and reports and information from other domestic and international organizations. Taking into ",0.0,0.62,0.483,acer-incorporated_2023.pdf,95
acer-incorporated_2023,Unknown,GHG Emissions,"Introduction of internal carbon pricing mechanism Development of a low-carbon booth
In order to implement carbon reduction and respond to the international carbon border tax (such as EU's Carbon Border Acer is committed to promoting sustainable development in response to ""Sustainable MICE, Taking Strides Towards Net Zero
Adjustment Mechanism, CBAM) and carbon fee mechanism under the trend of carbon pricing, Acer introduced an internal carbon Sharing Event"" launched by the MEET TAIWAN initiative by the Ministry of Economic Affairs. Acer created a sustainable exhibition
pricing mechanism to ensu",1.0,0.62,0.783,acer-incorporated_2023.pdf,98
acer-incorporated_2023,Unknown,GHG Emissions,"Sustainability Value Creation
Sustainable development refers to long-term development environment, and society, and quantifying them in specific input and output of operational activities throughout of the environment, the concept of Environmental Profit
in the economic, social, and environmental aspects. In numbers and monetary values. Measuring the contribution the upstream supply chain, company operations, and and Loss Accounting (EP&L) is employed to assign monetary
addition to financial benefits, a company's operations have a of the entire value chain to the improvement to human life down",0.119,0.6,0.42,acer-incorporated_2023.pdf,30
acer-incorporated_2023,Unknown,GHG Emissions,"Employees Customers
As the company has undergone its transformation, Acer’s internal Creating value for customers is one of Acer’s core values. We start from
employee communication channels have helped build consensus a user-centric perspective and provide solutions and services that
and commitment among staff and get everyone on the same page meet their needs perfectly.
regarding our transformational efforts.
Inclusive Workplace and Society Operations and Governance
Climate Strategy and Transformation Responsible Supply Chain
Circular Economies and Innovation
Main Communication Channels and F",0.881,0.59,0.764,acer-incorporated_2023.pdf,24
acer-incorporated_2023,Unknown,GHG Emissions,"decision-making quality, internal control, and director education. Directors provided suggestions for future projects to enhance Standards of Integrity Management & Business Conduct
board performance. The company also evaluated directors' involvement in economic, social, and environmental issues as part of
its sustainability policy, including regular communication, reporting, and risk assessment.
Standards of Integrity Management & Business Conduct
All seven directors attended various professional development courses in 2023 to maintain their professional skills. Courses
'Standards of Integrit",0.002,0.59,0.544,acer-incorporated_2023.pdf,35
acer-incorporated_2023,Unknown,GHG Emissions,"Acer’s Supply Supply Chain Management Mechanisms
Chain
Acer Responsible Supply Chain Management (ARSM)
Acer is working together with our suppliers to provide Acer has been a member of the Responsible Business Alliance (RBA) since 2008, and actively participates in actions and Acer Responsible Supply Chain Management
customers with valuable products and services. Our first-tier discussions around supply chain social and environmental responsibility to better understand international trends in corporate
suppliers include: ODM/OEMs, key components, assigned responsibility implementing and share i",0.0,0.59,0.469,acer-incorporated_2023.pdf,66
acer-incorporated_2023,Unknown,GHG Emissions,"Improving Supplier Capabilities RBA Code of Conduct Training
We continuously monitor and update changes to the RBA Code of Conduct and provide timely communication to suppliers, along
Vocational Education and Training
with explanations of the content and consultation services for implementing improvement plans. In addition, when there is a
In 2023, we continuously promote on-the-job training for suppliers and their employees, targeting ODMs and key component significant change in the Code of Conduct, we provide education and training to our internal staff and suppliers in order to quickly
supp",0.953,0.59,0.717,acer-incorporated_2023.pdf,68
acer-incorporated_2023,Unknown,GHG Emissions,"Supply Chain Audit and Improvement
Acer uses supplier self-assessment questionnaire (SAQ) and risk assessment results of the ESG scorecard as the basis for The overall performance of suppliers on the ESG scorecard in 2023 continued to improve and increase, with 72% of suppliers
performing on-site audits and assessments. We examine the country risk, manufacturing processes, and products of each supplier, achieving an “excellent” standard and 28% at the “medium” level. We also use quarterly business reviews and other
along with results of previous audits, as well as taking into account the conce",0.119,0.59,0.53,acer-incorporated_2023.pdf,72
acer-incorporated_2023,Unknown,GHG Emissions,"Climate Risks and Opportunities and Climate-Related
Financial Disclosures (TCFD)
In 2020, Acer officially implemented the Recommendations of the Task Force on Climate-related Financial Disclosures issued by trends of a green, low-carbon economy and business model transformation driven by climate change. We continuously improve
the Financial Stability Board of the United Nations to analyze the current status of climate-change-related financial disclosures, energy efficiency, utilize renewable energy, integrate existing and new business groups, develop low-carbon and sustainable
identify and qua",0.0,0.59,0.543,acer-incorporated_2023.pdf,94
acer-incorporated_2023,Unknown,GHG Emissions,"ESG Governance
In line with the mission and policies of ESG, Acer has at regional headquarters to implement various sustainability Acer Sustainability Governance Organization
established the Corporate Sustainability Committee (CSC). issues management.
The committee is chaired by the Chairman and CEO, with
the ESG Office serving as the executive secretary. The The CSO regularly reports the goals and achievements of the
Board of Directors
committee members consist of the CEO, Chief Operating sustainable development strategy to the Board of Directors
Officer (COO), Chief Legal Officer (CLO), Chie",0.119,0.58,0.527,acer-incorporated_2023.pdf,17
acer-incorporated_2023,Unknown,GHG Emissions,"Spirit and Inputs ESG Project Awards
By incorporating the corporate spirit of ""breaking down the barriers between technology and people"" into the mindset of social The Acer Group operates in over 160 countries worldwide, and Acer subsidiaries in all regions are not only concerned with local
engagement, Acer Group has been able to leverage its expertise and core competencies to contribute to the company's efforts, social issues, but also take action to participate in community activities. To encourage employees to propose projects that
thus embedding the concept of sustainability and action in ",0.982,0.56,0.725,acer-incorporated_2023.pdf,131
acer-incorporated_2023,Unknown,GHG Emissions,"Material Topic Ranking Identification of Material Topics and Set Long-term Goals for Material
Boundaries and Review Topics
We created a matrix of material topics based on surveys and research and design, and information security and
of stakeholder concerns and impacts on our operations. privacy protection. Compared to 2022, the following topics The Sustainability Committee finalized 10 material topics of The sustainability committee regularly monitors and reviews
The X-axis represents the impact of these topics on Acer's increased in the ranking in 2023: innovation and research medium to high ",0.018,0.55,0.387,acer-incorporated_2023.pdf,19
acer-incorporated_2023,Unknown,GHG Emissions,"Biodiversity is the foundation of all life and is crucial
Terrestrial Ecosystem: Promoting Climate Adaptation and Ecological Conservation through Afforestation
for maintaining the quality, quantity, and resilience of
ecosystems. It is also essential for the health and stability of
natural capital. Since the adoption of the Post-2020 Global
Trees have the ability to absorb carbon dioxide, mitigate climate change, provide habitats and food for organisms, and help prevent soil erosion. Acer has partnered with professional tree planting organizations at
Biodiversity Framework by the United Nations",0.5,0.53,0.639,acer-incorporated_2023.pdf,62
acer-incorporated_2023,Unknown,GHG Emissions,"05
CIRCULAR ECONOMIES
AND INNOVATION
Acer is committed to reducing the environmental impact of its products during the product life cycle
by integrating the concept of circular economy. Acer gives the best effort to reduce the products’
environmental impact, and actively adopts low-carbon circular strategies such as innovative design, From 2020 to 2023, more than 40 million
extending product life cycle, and effective use of materials in pursuit of a balance between product computers and monitors use post-consumer
recycled plastics
management and environmental protection. We are also committed ",0.731,0.53,0.472,acer-incorporated_2023.pdf,76
acer-incorporated_2023,Unknown,GHG Emissions,"Training Management Flow Chart
Management Training
Base-level Management Skills Development Middle- and Senior Management Leadership Skills Development Senior Management Skills Development
To strengthen the core management skills of our base-level managers, training Since 2019, assist mid- to senior-level executives to enhance their leadership Expanding on the spirit of the New Titan Project and its commitment to
camps have been held regularly since 2018. By the end of 2013, a total of 11 skills and develop them at the strategic thinking level, i.e., the 4 Essential cultivating leadership for ",1.0,0.53,0.777,acer-incorporated_2023.pdf,120
acer-incorporated_2023,Unknown,GHG Emissions,"Stakeholder Communication Deepening corporate responsibility governance and stakeholder engagement is one of Acer's objectives in the ESG policies. Furthermore, Acer's brand core spirit highlights the significance of
balancing interests and creating shared value with stakeholders, thereby fostering a mutually beneficial industry ecosystem. We actively engage in communication, consultation, dialogue, and
collaboration to exchange ideas with stakeholders. To ensure the continuous improvement of communication outcomes, we have implemented communication and evaluation mechanisms and
procedures for",0.953,0.52,0.631,acer-incorporated_2023.pdf,23
acer-incorporated_2023,Unknown,GHG Emissions,"GRI STANDARD / OTHER SOURCE DISCLOSURE LOCATION External Assurance
2-21 Annual total compensation ratio 2023 Acer Annual Report
2-22 Statement on sustainable development strategy ESG Governance and 2025 Sustainability Goals
Corporate Governance, Human Rights Protection, ESG Governance
2-23 Policy commitments
and 2025 Sustainability Goals
Corporate Governance, Human Rights Protection, ESG Governance
2-24 Embedding policy commitments
and 2025 Sustainability Goals
Materiality and Stakeholder Engagement; Chapter 3: Corporate
GRI 2: General Disclosures 2021 2-25 Processes to remediate negative impa",0.269,0.52,0.46,acer-incorporated_2023.pdf,143
acer-incorporated_2023,Unknown,GHG Emissions,"Blueprint for Low-carbon Transition and Climate Strategy
To achieve net zero emission in 2050, Acer announced the key strategies including 9 strategies for 3 major dimensions in 2023. We are committed to comprehensively reducing our carbon footprint
with 3 dimensions of business operation, product service, and low-carbon supply chain.
Business operations Smart and green energy applications
In our business operations, we have adopted the Task In the realm of smart and green energy applications, we
Force on Climate-related Financial Disclosures (TCFD) integrate the concept of circular economy an",0.993,0.51,0.82,acer-incorporated_2023.pdf,92
acer-incorporated_2023,Unknown,GHG Emissions,"Supplier Screening Mechanism and Grading Management Measures
Supplier Screening and Evaluation Evaluation of significant suppliers
In accordance with Acer's supplier social and environmental management process, supplier screening and evaluation are carried Number of suppliers
Total number Percentage of
out. The first-tier supplier screening includes an assessment of country/region, industry, and product risks. The supplier evaluation Supplier Category of significant assessed with substantial Total Procurement
actual / potential negative
encompasses operations, governance, social, and environme",0.0,0.5,0.575,acer-incorporated_2023.pdf,67
acer-incorporated_2023,Unknown,GHG Emissions,"Creating Opportunities for the Youth
Acer Brazil supports the innovation ecosystem Nomination of ESG Project Awards Brazil
Today's youth are tomorrow's leaders and innovators, and we want to stimulate their potential to become the nourishment of
the future. Acer understands the importance of technology in promoting education and innovation among young people. By
Acer Brazil, through its provision of products, services, and
organizing and sponsoring various activities, we provide resources such as exchange, training and scholarships for young students consultancy at the Deloitte Dot HUB space, ",0.982,0.48,0.828,acer-incorporated_2023.pdf,134
acer-incorporated_2023,Unknown,GHG Emissions,"Government Agencies Charity Groups/Communities
Gaining the trust, support, and cooperationof the government to The true value of business lies in how it can create value for society.
help the company create a positive external environment and a As such, we apply our core competencies to social participation,
foundation for further growth for Acer. working together to create more opportunities.
Circular Economies and Innovation Climate Strategy and Transformation
Digital Inclusion and Social Philanthropy Attracting and Developing Talent
Digital Inclusion and Social Philanthropy
Main Communicati",0.5,0.47,0.585,acer-incorporated_2023.pdf,26
acer-incorporated_2023,Unknown,GHG Emissions,"Deterioration of human health,
environmental, and ecological
system ality
Increase the carbon social cost
Reducing the environmental impacts caused by raw Decrease the social cost: environmental footprint
material extraction derived from products
Emissions of greenhouse gases from product energy
consumption
30
dna
stcudorp
maertsnwoD
snoitarepo
s'recA
secivres
Environment Social Economics
Effects on Externalities (Changes in Impact Corresponding material
Inputs and Outputs Impact Caused Impact Valuation and Metrics Stakeholders Type of Impact
Social Wellbeing) area (s) and concerning topics
In",0.731,0.47,0.493,acer-incorporated_2023.pdf,31
acer-incorporated_2023,Unknown,GHG Emissions,"Materiality and Stakeholder Engagement
Materiality Analysis Process
Inclusivity Materiality Responsiveness Impact
Acer conducts materiality analyses annually by referring to
the Universal Standards and the AA 1000 Accountability 1 2 3 4 5 6 7 8
Principle: 2018 published by the Global Reporting Initiative
(GRI): The four principles of Inclusivity, Materiality,
Responsiveness and Impact are used to understand
stakeholders' concerns about ESG, to strengthen internal
and external communication, to respond to stakeholders'
expectations for information, and to plan and establish a Understanding Iden",0.269,0.46,0.556,acer-incorporated_2023.pdf,18
